Y_M,Country,Cases,YMD
2010-3,Syrian Arab Republic,0,2010-03-01
2010-3,Thailand,123,2010-03-01
2010-3,Turkey,0,2010-03-01
2010-3,Viet Nam,7,2010-03-01
2010-4,Afghanistan,0,2010-04-01
2010-4,Armenia,0,2010-04-01
2010-4,Azerbaijan,0,2010-04-01
2010-4,Bahrain,0,2010-04-01
2010-4,Bangladesh,33,2010-04-01
2010-4,Bhutan,0,2010-04-01
2010-4,Cambodia,0,2010-04-01
2010-4,China,174,2010-04-01
2010-4,Georgia,1,2010-04-01
2010-4,India,211,2010-04-01
2010-4,Indonesia,7,2010-04-01
2010-4,Iran (Islamic Republic of),0,2010-04-01
2010-4,Iraq,0,2010-04-01
2010-4,Israel,0,2010-04-01
2010-4,Japan,69,2010-04-01
2010-4,Jordan,0,2010-04-01
2010-4,Kazakhstan,0,2010-04-01
2010-4,Kyrgyzstan,0,2010-04-01
2010-4,Lao People's Democratic Republic,0,2010-04-01
2010-4,Malaysia,34,2010-04-01
2010-4,Mongolia,0,2010-04-01
2010-4,Nepal,0,2010-04-01
2010-4,Oman,14,2010-04-01
2010-4,Pakistan,0,2010-04-01
2010-4,Philippines,11,2010-04-01
2010-4,Qatar,0,2010-04-01
2010-4,Republic of Korea,55,2010-04-01
2010-4,Singapore,312,2010-04-01
2010-4,Sri Lanka,0,2010-04-01
2010-4,Syrian Arab Republic,0,2010-04-01
2010-4,Thailand,8,2010-04-01
2010-4,Turkey,0,2010-04-01
2010-4,Viet Nam,1,2010-04-01
2010-5,Afghanistan,0,2010-05-01
2010-5,Armenia,0,2010-05-01
2010-5,Azerbaijan,0,2010-05-01
2010-5,Bahrain,0,2010-05-01
2010-5,Bangladesh,37,2010-05-01
2010-5,Bhutan,0,2010-05-01
2010-5,Cambodia,0,2010-05-01
2010-5,China,168,2010-05-01
2010-5,Georgia,0,2010-05-01
2010-5,India,124,2010-05-01
2010-5,Indonesia,7,2010-05-01
2010-5,Iran (Islamic Republic of),0,2010-05-01
2010-5,Iraq,0,2010-05-01
2010-5,Israel,0,2010-05-01
2010-5,Japan,64,2010-05-01
2010-5,Jordan,0,2010-05-01
2010-5,Kazakhstan,0,2010-05-01
2010-5,Kyrgyzstan,0,2010-05-01
2010-5,Lao People's Democratic Republic,0,2010-05-01
2010-5,Malaysia,8,2010-05-01
2010-5,Mongolia,0,2010-05-01
2010-5,Nepal,0,2010-05-01
2010-5,Oman,0,2010-05-01
2010-5,Pakistan,0,2010-05-01
2010-5,Philippines,26,2010-05-01
2010-5,Qatar,0,2010-05-01
2010-5,Republic of Korea,26,2010-05-01
2010-5,Singapore,606,2010-05-01
2010-5,Sri Lanka,0,2010-05-01
2010-5,Syrian Arab Republic,0,2010-05-01
2010-5,Thailand,12,2010-05-01
2010-5,Turkey,0,2010-05-01
2010-5,Viet Nam,0,2010-05-01
2010-6,Afghanistan,1,2010-06-01
2010-6,Armenia,0,2010-06-01
2010-6,Azerbaijan,0,2010-06-01
2010-6,Bahrain,0,2010-06-01
2010-6,Bangladesh,27,2010-06-01
2010-6,Bhutan,0,2010-06-01
2010-6,Cambodia,14,2010-06-01
2010-6,China,102,2010-06-01
2010-6,Georgia,0,2010-06-01
2010-6,India,120,2010-06-01
2010-6,Indonesia,2,2010-06-01
2010-6,Iran (Islamic Republic of),0,2010-06-01
2010-6,Iraq,0,2010-06-01
2010-6,Israel,0,2010-06-01
2010-6,Japan,24,2010-06-01
2010-6,Jordan,0,2010-06-01
2010-6,Kazakhstan,0,2010-06-01
2010-6,Kyrgyzstan,0,2010-06-01
2010-6,Lao People's Democratic Republic,0,2010-06-01
2010-6,Malaysia,2,2010-06-01
2010-6,Mongolia,0,2010-06-01
2010-6,Nepal,0,2010-06-01
2010-6,Oman,0,2010-06-01
2010-6,Pakistan,0,2010-06-01
2010-6,Philippines,63,2010-06-01
2010-6,Qatar,0,2010-06-01
2010-6,Republic of Korea,1,2010-06-01
2010-6,Singapore,141,2010-06-01
2010-6,Sri Lanka,0,2010-06-01
2010-6,Syrian Arab Republic,0,2010-06-01
2010-6,Thailand,19,2010-06-01
2010-6,Turkey,0,2010-06-01
2010-6,Viet Nam,1,2010-06-01
2010-7,Afghanistan,0,2010-07-01
2010-7,Armenia,0,2010-07-01
2010-7,Azerbaijan,0,2010-07-01
2010-7,Bahrain,0,2010-07-01
2010-7,Bangladesh,43,2010-07-01
2010-7,Bhutan,0,2010-07-01
2010-7,Cambodia,66,2010-07-01
2010-7,China,258,2010-07-01
2010-7,Georgia,0,2010-07-01
2010-7,India,740,2010-07-01
2010-7,Indonesia,2,2010-07-01
2010-7,Iran (Islamic Republic of),0,2010-07-01
2010-7,Iraq,1,2010-07-01
2010-7,Israel,0,2010-07-01
2010-7,Japan,23,2010-07-01
2010-7,Jordan,0,2010-07-01
2010-7,Kazakhstan,0,2010-07-01
2010-7,Kyrgyzstan,0,2010-07-01
2010-7,Lao People's Democratic Republic,0,2010-07-01
2010-7,Malaysia,10,2010-07-01
2010-7,Mongolia,0,2010-07-01
2010-7,Nepal,0,2010-07-01
2010-7,Oman,9,2010-07-01
2010-7,Pakistan,0,2010-07-01
2010-7,Philippines,170,2010-07-01
2010-7,Qatar,0,2010-07-01
2010-7,Republic of Korea,0,2010-07-01
2010-7,Singapore,62,2010-07-01
2010-7,Sri Lanka,0,2010-07-01
2010-7,Syrian Arab Republic,0,2010-07-01
2010-7,Thailand,49,2010-07-01
2010-7,Turkey,0,2010-07-01
2010-7,Viet Nam,5,2010-07-01
2010-8,Afghanistan,0,2010-08-01
2010-8,Armenia,0,2010-08-01
2010-8,Azerbaijan,0,2010-08-01
2010-8,Bahrain,0,2010-08-01
2010-8,Bangladesh,44,2010-08-01
2010-8,Bhutan,0,2010-08-01
2010-8,Cambodia,27,2010-08-01
2010-8,China,402,2010-08-01
2010-8,Georgia,0,2010-08-01
2010-8,India,2016,2010-08-01
2010-8,Indonesia,1,2010-08-01
2010-8,Iran (Islamic Republic of),0,2010-08-01
2010-8,Iraq,0,2010-08-01
2010-8,Israel,0,2010-08-01
2010-8,Japan,40,2010-08-01
2010-8,Jordan,0,2010-08-01
2010-8,Kazakhstan,0,2010-08-01
2010-8,Kyrgyzstan,0,2010-08-01
2010-8,Lao People's Democratic Republic,0,2010-08-01
2010-8,Malaysia,2,2010-08-01
2010-8,Mongolia,0,2010-08-01
2010-8,Nepal,0,2010-08-01
2010-8,Oman,35,2010-08-01
2010-8,Pakistan,0,2010-08-01
2010-8,Philippines,140,2010-08-01
2010-8,Qatar,0,2010-08-01
2010-8,Republic of Korea,1,2010-08-01
2010-8,Singapore,45,2010-08-01
2010-8,Sri Lanka,0,2010-08-01
2010-8,Syrian Arab Republic,0,2010-08-01
2010-8,Thailand,242,2010-08-01
2010-8,Turkey,0,2010-08-01
2010-8,Viet Nam,2,2010-08-01
2010-9,Afghanistan,0,2010-09-01
2010-9,Armenia,0,2010-09-01
2010-9,Azerbaijan,0,2010-09-01
2010-9,Bahrain,0,2010-09-01
2010-9,Bangladesh,5,2010-09-01
2010-9,Bhutan,0,2010-09-01
2010-9,Cambodia,108,2010-09-01
2010-9,China,112,2010-09-01
2010-9,Georgia,0,2010-09-01
2010-9,India,505,2010-09-01
2010-9,Indonesia,2,2010-09-01
2010-9,Iran (Islamic Republic of),0,2010-09-01
2010-9,Iraq,0,2010-09-01
2010-9,Israel,0,2010-09-01
2010-9,Japan,52,2010-09-01
2010-9,Jordan,0,2010-09-01
2010-9,Kazakhstan,0,2010-09-01
2010-9,Kyrgyzstan,0,2010-09-01
2010-9,Lao People's Democratic Republic,0,2010-09-01
2010-9,Malaysia,0,2010-09-01
2010-9,Mongolia,0,2010-09-01
2010-9,Nepal,0,2010-09-01
2010-9,Oman,25,2010-09-01
2010-9,Pakistan,0,2010-09-01
2010-9,Philippines,13,2010-09-01
2010-9,Qatar,0,2010-09-01
2010-9,Republic of Korea,1,2010-09-01
2010-9,Singapore,26,2010-09-01
2010-9,Sri Lanka,2,2010-09-01
2010-9,Syrian Arab Republic,0,2010-09-01
2010-9,Thailand,264,2010-09-01
2010-9,Turkey,0,2010-09-01
2010-9,Viet Nam,8,2010-09-01
2011-1,Afghanistan,1,2011-01-01
2011-1,Armenia,0,2011-01-01
2011-1,Azerbaijan,0,2011-01-01
2011-1,Bahrain,0,2011-01-01
2011-1,Bangladesh,0,2011-01-01
2011-1,Bhutan,0,2011-01-01
2011-1,Cambodia,1,2011-01-01
2011-1,China,1314,2011-01-01
2011-1,Georgia,282,2011-01-01
2011-1,India,47,2011-01-01
2011-1,Indonesia,55,2011-01-01
2011-1,Iran (Islamic Republic of),391,2011-01-01
2011-1,Iraq,85,2011-01-01
2011-1,Israel,289,2011-01-01
2011-1,Japan,2997,2011-01-01
2011-1,Jordan,9,2011-01-01
2011-1,Kazakhstan,0,2011-01-01
2011-1,Kyrgyzstan,0,2011-01-01
2011-1,Lao People's Democratic Republic,3,2011-01-01
2011-1,Malaysia,12,2011-01-01
2011-1,Mongolia,52,2011-01-01
2011-1,Nepal,0,2011-01-01
2011-1,Oman,77,2011-01-01
2011-1,Pakistan,310,2011-01-01
2011-1,Philippines,14,2011-01-01
2011-1,Qatar,41,2011-01-01
2011-1,Republic of Korea,709,2011-01-01
2011-1,Singapore,260,2011-01-01
2011-1,Sri Lanka,100,2011-01-01
2011-1,Syrian Arab Republic,0,2011-01-01
2011-1,Thailand,11,2011-01-01
2011-1,Turkey,173,2011-01-01
2011-1,Viet Nam,81,2011-01-01
2011-10,Afghanistan,0,2011-10-01
2011-10,Armenia,0,2011-10-01
2011-10,Azerbaijan,0,2011-10-01
2011-10,Bahrain,0,2011-10-01
2011-10,Bangladesh,0,2011-10-01
2011-10,Bhutan,0,2011-10-01
2011-10,Cambodia,168,2011-10-01
2011-10,China,12,2011-10-01
2011-10,Georgia,0,2011-10-01
2011-10,India,2,2011-10-01
2011-10,Indonesia,3,2011-10-01
2011-10,Iran (Islamic Republic of),1,2011-10-01
2011-10,Iraq,0,2011-10-01
2011-10,Israel,0,2011-10-01
2011-10,Japan,2,2011-10-01
2011-10,Jordan,0,2011-10-01
2011-10,Kazakhstan,0,2011-10-01
2011-10,Kyrgyzstan,0,2011-10-01
2011-10,Lao People's Democratic Republic,0,2011-10-01
2011-10,Malaysia,0,2011-10-01
2011-10,Mongolia,0,2011-10-01
2011-10,Nepal,1,2011-10-01
2011-10,Oman,5,2011-10-01
2011-10,Pakistan,44,2011-10-01
2011-10,Philippines,14,2011-10-01
2011-10,Qatar,0,2011-10-01
2011-10,Republic of Korea,0,2011-10-01
2011-10,Singapore,3,2011-10-01
2011-10,Sri Lanka,0,2011-10-01
2011-10,Syrian Arab Republic,0,2011-10-01
2011-10,Thailand,2,2011-10-01
2011-10,Turkey,0,2011-10-01
2011-10,Viet Nam,89,2011-10-01
2011-11,Afghanistan,0,2011-11-01
2011-11,Armenia,0,2011-11-01
2011-11,Azerbaijan,0,2011-11-01
2011-11,Bahrain,0,2011-11-01
2011-11,Bangladesh,0,2011-11-01
2011-11,Bhutan,0,2011-11-01
2011-11,Cambodia,38,2011-11-01
2011-11,China,14,2011-11-01
2011-11,Georgia,0,2011-11-01
2011-11,India,0,2011-11-01
2011-11,Indonesia,10,2011-11-01
2011-11,Iran (Islamic Republic of),0,2011-11-01
2011-11,Iraq,0,2011-11-01
2011-11,Israel,0,2011-11-01
2011-11,Japan,0,2011-11-01
2011-11,Jordan,0,2011-11-01
2011-11,Kazakhstan,0,2011-11-01
2011-11,Kyrgyzstan,0,2011-11-01
2011-11,Lao People's Democratic Republic,2,2011-11-01
2011-11,Malaysia,0,2011-11-01
2011-11,Mongolia,0,2011-11-01
2011-11,Nepal,0,2011-11-01
2011-11,Oman,1,2011-11-01
2011-11,Pakistan,23,2011-11-01
2011-11,Philippines,5,2011-11-01
2011-11,Qatar,3,2011-11-01
2011-11,Republic of Korea,0,2011-11-01
2011-11,Singapore,4,2011-11-01
2011-11,Sri Lanka,0,2011-11-01
2011-11,Syrian Arab Republic,0,2011-11-01
2011-11,Thailand,0,2011-11-01
2011-11,Turkey,0,2011-11-01
2011-11,Viet Nam,28,2011-11-01
2011-12,Afghanistan,0,2011-12-01
2011-12,Armenia,0,2011-12-01
2011-12,Azerbaijan,0,2011-12-01
2011-12,Bahrain,0,2011-12-01
2011-12,Bangladesh,0,2011-12-01
2011-12,Bhutan,0,2011-12-01
2011-12,Cambodia,5,2011-12-01
2011-12,China,23,2011-12-01
2011-12,Georgia,0,2011-12-01
2011-12,India,0,2011-12-01
2011-12,Indonesia,13,2011-12-01
2011-12,Iran (Islamic Republic of),0,2011-12-01
2011-12,Iraq,0,2011-12-01
2011-12,Israel,0,2011-12-01
2011-12,Japan,2,2011-12-01
2011-12,Jordan,0,2011-12-01
2011-12,Kazakhstan,2,2011-12-01
2011-12,Kyrgyzstan,0,2011-12-01
2011-12,Lao People's Democratic Republic,0,2011-12-01
2011-12,Malaysia,0,2011-12-01
2011-12,Mongolia,0,2011-12-01
2011-12,Nepal,0,2011-12-01
2011-12,Oman,10,2011-12-01
2011-12,Pakistan,22,2011-12-01
2011-12,Philippines,0,2011-12-01
2011-12,Qatar,1,2011-12-01
2011-12,Republic of Korea,0,2011-12-01
2011-12,Singapore,6,2011-12-01
2011-12,Sri Lanka,0,2011-12-01
2011-12,Syrian Arab Republic,0,2011-12-01
2011-12,Thailand,13,2011-12-01
2011-12,Turkey,0,2011-12-01
2011-12,Viet Nam,3,2011-12-01
2011-2,Afghanistan,0,2011-02-01
2011-2,Armenia,1,2011-02-01
2011-2,Azerbaijan,0,2011-02-01
2011-2,Bahrain,0,2011-02-01
2011-2,Bangladesh,0,2011-02-01
2011-2,Bhutan,0,2011-02-01
2011-2,Cambodia,2,2011-02-01
2011-2,China,1400,2011-02-01
2011-2,Georgia,172,2011-02-01
2011-2,India,44,2011-02-01
2011-2,Indonesia,40,2011-02-01
2011-2,Iran (Islamic Republic of),117,2011-02-01
2011-2,Iraq,75,2011-02-01
2011-2,Israel,80,2011-02-01
2011-2,Japan,778,2011-02-01
2011-2,Jordan,4,2011-02-01
2011-2,Kazakhstan,0,2011-02-01
2011-2,Kyrgyzstan,1,2011-02-01
2011-2,Lao People's Democratic Republic,3,2011-02-01
2011-2,Malaysia,2,2011-02-01
2011-2,Mongolia,44,2011-02-01
2011-2,Nepal,0,2011-02-01
2011-2,Oman,17,2011-02-01
2011-2,Pakistan,61,2011-02-01
2011-2,Philippines,71,2011-02-01
2011-2,Qatar,14,2011-02-01
2011-2,Republic of Korea,13,2011-02-01
2011-2,Singapore,127,2011-02-01
2011-2,Sri Lanka,7,2011-02-01
2011-2,Syrian Arab Republic,0,2011-02-01
2011-2,Thailand,3,2011-02-01
2011-2,Turkey,202,2011-02-01
2011-2,Viet Nam,110,2011-02-01
2011-3,Afghanistan,0,2011-03-01
2011-3,Armenia,13,2011-03-01
2011-3,Azerbaijan,0,2011-03-01
2011-3,Bahrain,0,2011-03-01
2011-3,Bangladesh,1,2011-03-01
2011-3,Bhutan,0,2011-03-01
2011-3,Cambodia,2,2011-03-01
2011-3,China,693,2011-03-01
2011-3,Georgia,25,2011-03-01
2011-3,India,17,2011-03-01
2011-3,Indonesia,11,2011-03-01
2011-3,Iran (Islamic Republic of),58,2011-03-01
2011-3,Iraq,9,2011-03-01
2011-3,Israel,8,2011-03-01
2011-3,Japan,99,2011-03-01
2011-3,Jordan,0,2011-03-01
2011-3,Kazakhstan,0,2011-03-01
2011-3,Kyrgyzstan,0,2011-03-01
2011-3,Lao People's Democratic Republic,2,2011-03-01
2011-3,Malaysia,1,2011-03-01
2011-3,Mongolia,4,2011-03-01
2011-3,Nepal,0,2011-03-01
2011-3,Oman,20,2011-03-01
2011-3,Pakistan,13,2011-03-01
2011-3,Philippines,60,2011-03-01
2011-3,Qatar,8,2011-03-01
2011-3,Republic of Korea,3,2011-03-01
2011-3,Singapore,40,2011-03-01
2011-3,Sri Lanka,3,2011-03-01
2011-3,Syrian Arab Republic,0,2011-03-01
2011-3,Thailand,9,2011-03-01
2011-3,Turkey,50,2011-03-01
2011-3,Viet Nam,167,2011-03-01
2011-4,Afghanistan,0,2011-04-01
2011-4,Armenia,0,2011-04-01
2011-4,Azerbaijan,0,2011-04-01
2011-4,Bahrain,0,2011-04-01
2011-4,Bangladesh,0,2011-04-01
2011-4,Bhutan,23,2011-04-01
2011-4,Cambodia,1,2011-04-01
2011-4,China,50,2011-04-01
2011-4,Georgia,3,2011-04-01
2011-4,India,5,2011-04-01
2011-4,Indonesia,10,2011-04-01
2011-4,Iran (Islamic Republic of),18,2011-04-01
2011-4,Iraq,1,2011-04-01
2011-4,Israel,0,2011-04-01
2011-4,Japan,9,2011-04-01
2011-4,Jordan,0,2011-04-01
2011-4,Kazakhstan,0,2011-04-01
2011-4,Kyrgyzstan,0,2011-04-01
2011-4,Lao People's Democratic Republic,3,2011-04-01
2011-4,Malaysia,1,2011-04-01
2011-4,Mongolia,0,2011-04-01
2011-4,Nepal,0,2011-04-01
2011-4,Oman,7,2011-04-01
2011-4,Pakistan,0,2011-04-01
2011-4,Philippines,27,2011-04-01
2011-4,Qatar,5,2011-04-01
2011-4,Republic of Korea,2,2011-04-01
2011-4,Singapore,12,2011-04-01
2011-4,Sri Lanka,3,2011-04-01
2011-4,Syrian Arab Republic,0,2011-04-01
2011-4,Thailand,10,2011-04-01
2011-4,Turkey,2,2011-04-01
2011-4,Viet Nam,46,2011-04-01
2011-5,Afghanistan,2,2011-05-01
2011-5,Armenia,0,2011-05-01
2011-5,Azerbaijan,0,2011-05-01
2011-5,Bahrain,0,2011-05-01
2011-5,Bangladesh,2,2011-05-01
2011-5,Bhutan,14,2011-05-01
2011-5,Cambodia,6,2011-05-01
2011-5,China,3,2011-05-01
2011-5,Georgia,0,2011-05-01
2011-5,India,9,2011-05-01
2011-5,Indonesia,7,2011-05-01
2011-5,Iran (Islamic Republic of),4,2011-05-01
2011-5,Iraq,0,2011-05-01
2011-5,Israel,0,2011-05-01
2011-5,Japan,1,2011-05-01
2011-5,Jordan,0,2011-05-01
2011-5,Kazakhstan,0,2011-05-01
2011-5,Kyrgyzstan,0,2011-05-01
2011-5,Lao People's Democratic Republic,2,2011-05-01
2011-5,Malaysia,0,2011-05-01
2011-5,Mongolia,0,2011-05-01
2011-5,Nepal,0,2011-05-01
2011-5,Oman,2,2011-05-01
2011-5,Pakistan,0,2011-05-01
2011-5,Philippines,15,2011-05-01
2011-5,Qatar,7,2011-05-01
2011-5,Republic of Korea,0,2011-05-01
2011-5,Singapore,12,2011-05-01
2011-5,Sri Lanka,10,2011-05-01
2011-5,Syrian Arab Republic,0,2011-05-01
2011-5,Thailand,12,2011-05-01
2011-5,Turkey,0,2011-05-01
2011-5,Viet Nam,59,2011-05-01
2011-6,Afghanistan,0,2011-06-01
2011-6,Armenia,0,2011-06-01
2011-6,Azerbaijan,0,2011-06-01
2011-6,Bahrain,0,2011-06-01
2011-6,Bangladesh,3,2011-06-01
2011-6,Bhutan,0,2011-06-01
2011-6,Cambodia,17,2011-06-01
2011-6,China,6,2011-06-01
2011-6,Georgia,0,2011-06-01
2011-6,India,5,2011-06-01
2011-6,Indonesia,5,2011-06-01
2011-6,Iran (Islamic Republic of),0,2011-06-01
2011-6,Iraq,0,2011-06-01
2011-6,Israel,0,2011-06-01
2011-6,Japan,0,2011-06-01
2011-6,Jordan,0,2011-06-01
2011-6,Kazakhstan,0,2011-06-01
2011-6,Kyrgyzstan,0,2011-06-01
2011-6,Lao People's Democratic Republic,0,2011-06-01
2011-6,Malaysia,0,2011-06-01
2011-6,Mongolia,0,2011-06-01
2011-6,Nepal,2,2011-06-01
2011-6,Oman,4,2011-06-01
2011-6,Pakistan,1,2011-06-01
2011-6,Philippines,24,2011-06-01
2011-6,Qatar,6,2011-06-01
2011-6,Republic of Korea,0,2011-06-01
2011-6,Singapore,10,2011-06-01
2011-6,Sri Lanka,18,2011-06-01
2011-6,Syrian Arab Republic,0,2011-06-01
2011-6,Thailand,4,2011-06-01
2011-6,Turkey,0,2011-06-01
2011-6,Viet Nam,30,2011-06-01
2011-7,Afghanistan,0,2011-07-01
2011-7,Armenia,0,2011-07-01
2011-7,Azerbaijan,0,2011-07-01
2011-7,Bahrain,0,2011-07-01
2011-7,Bangladesh,3,2011-07-01
2011-7,Bhutan,1,2011-07-01
2011-7,Cambodia,13,2011-07-01
2011-7,China,15,2011-07-01
2011-7,Georgia,0,2011-07-01
2011-7,India,78,2011-07-01
2011-7,Indonesia,1,2011-07-01
2011-7,Iran (Islamic Republic of),0,2011-07-01
2011-7,Iraq,0,2011-07-01
2011-7,Israel,0,2011-07-01
2011-7,Japan,0,2011-07-01
2011-7,Jordan,0,2011-07-01
2011-7,Kazakhstan,0,2011-07-01
2011-7,Kyrgyzstan,0,2011-07-01
2011-7,Lao People's Democratic Republic,0,2011-07-01
2011-7,Malaysia,0,2011-07-01
2011-7,Mongolia,0,2011-07-01
2011-7,Nepal,0,2011-07-01
2011-7,Oman,4,2011-07-01
2011-7,Pakistan,0,2011-07-01
2011-7,Philippines,71,2011-07-01
2011-7,Qatar,0,2011-07-01
2011-7,Republic of Korea,0,2011-07-01
2011-7,Singapore,12,2011-07-01
2011-7,Sri Lanka,22,2011-07-01
2011-7,Syrian Arab Republic,0,2011-07-01
2011-7,Thailand,4,2011-07-01
2011-7,Turkey,0,2011-07-01
2011-7,Viet Nam,73,2011-07-01
2011-8,Afghanistan,0,2011-08-01
2011-8,Armenia,0,2011-08-01
2011-8,Azerbaijan,0,2011-08-01
2011-8,Bahrain,0,2011-08-01
2011-8,Bangladesh,4,2011-08-01
2011-8,Bhutan,0,2011-08-01
2011-8,Cambodia,53,2011-08-01
2011-8,China,11,2011-08-01
2011-8,Georgia,0,2011-08-01
2011-8,India,18,2011-08-01
2011-8,Indonesia,4,2011-08-01
2011-8,Iran (Islamic Republic of),0,2011-08-01
2011-8,Iraq,0,2011-08-01
2011-8,Israel,0,2011-08-01
2011-8,Japan,2,2011-08-01
2011-8,Jordan,0,2011-08-01
2011-8,Kazakhstan,0,2011-08-01
2011-8,Kyrgyzstan,0,2011-08-01
2011-8,Lao People's Democratic Republic,0,2011-08-01
2011-8,Malaysia,0,2011-08-01
2011-8,Mongolia,0,2011-08-01
2011-8,Nepal,0,2011-08-01
2011-8,Oman,2,2011-08-01
2011-8,Pakistan,0,2011-08-01
2011-8,Philippines,127,2011-08-01
2011-8,Qatar,0,2011-08-01
2011-8,Republic of Korea,0,2011-08-01
2011-8,Singapore,7,2011-08-01
2011-8,Sri Lanka,2,2011-08-01
2011-8,Syrian Arab Republic,0,2011-08-01
2011-8,Thailand,2,2011-08-01
2011-8,Turkey,0,2011-08-01
2011-8,Viet Nam,119,2011-08-01
2011-9,Afghanistan,0,2011-09-01
2011-9,Armenia,0,2011-09-01
2011-9,Azerbaijan,0,2011-09-01
2011-9,Bahrain,0,2011-09-01
2011-9,Bangladesh,0,2011-09-01
2011-9,Bhutan,0,2011-09-01
2011-9,Cambodia,67,2011-09-01
2011-9,China,9,2011-09-01
2011-9,Georgia,0,2011-09-01
2011-9,India,5,2011-09-01
2011-9,Indonesia,0,2011-09-01
2011-9,Iran (Islamic Republic of),0,2011-09-01
2011-9,Iraq,0,2011-09-01
2011-9,Israel,0,2011-09-01
2011-9,Japan,0,2011-09-01
2011-9,Jordan,0,2011-09-01
2011-9,Kazakhstan,0,2011-09-01
2011-9,Kyrgyzstan,0,2011-09-01
2011-9,Lao People's Democratic Republic,0,2011-09-01
2011-9,Malaysia,0,2011-09-01
2011-9,Mongolia,0,2011-09-01
2011-9,Nepal,0,2011-09-01
2011-9,Oman,1,2011-09-01
2011-9,Pakistan,0,2011-09-01
2011-9,Philippines,18,2011-09-01
2011-9,Qatar,4,2011-09-01
2011-9,Republic of Korea,0,2011-09-01
2011-9,Singapore,3,2011-09-01
2011-9,Sri Lanka,3,2011-09-01
2011-9,Syrian Arab Republic,0,2011-09-01
2011-9,Thailand,1,2011-09-01
2011-9,Turkey,0,2011-09-01
2011-9,Viet Nam,88,2011-09-01
